scenario,iteration,algorithm,assignments,cell_loads,vulnerabilities
High Load,40,baseline,"[2, 1, 0, 0, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 2, 2, 2, 1, 2, 0, 1, 2, 1, 0, 1, 0, 0, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,41,baseline,"[0, 1, 1, 2, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 2, 1, 0, 0, 0, 1, 2, 1, 1, 0, 2, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.10']"
High Load,42,baseline,"[2, 1, 1, 0, 0, 0, 2, 0, 1, 0, 2, 1, 2, 1, 0, 0, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 2]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.31']"
High Load,43,baseline,"[2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 1, 2, 2, 0, 1, 0, 2, 2, 1, 2, 0, 1, 0, 1, 1, 0, 2, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,44,baseline,"[2, 1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 1, 2, 2, 2, 1, 1, 2, 1, 1, 0, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 2.72 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.17']"
High Load,45,baseline,"[2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 1, 1, 0, 2, 1, 2, 0, 2]","[0.4, 0.2, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,46,baseline,"[2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 2, 2, 1, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.10']"
High Load,47,baseline,"[2, 1, 0, 0, 0, 2, 1, 0, 1, 1, 0, 1, 1, 2, 0, 0, 2, 2, 2, 0, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,48,baseline,"[2, 1, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 1, 0, 1, 1, 0, 2]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 2.05 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.22']"
High Load,49,baseline,"[2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 0, 1, 2, 1, 1, 1, 0, 0, 2]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]",['Unfairness: Jain Index = 0.16']
High Load,50,baseline,"[2, 1, 1, 2, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 2, 2, 2, 1, 0, 1, 2, 1, 1, 1, 0, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,51,baseline,"[2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 2, 2, 2, 2, 2, 0, 1, 2, 1, 2, 1, 0, 0, 2]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 3.59 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Load,52,baseline,"[0, 1, 1, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 0, 0, 1, 0, 2, 2, 1, 2, 0, 2, 2, 1, 1, 1, 2, 0, 2]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,53,baseline,"[2, 1, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 2, 2, 0, 0, 0, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 0, 0, 2]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.18']"
High Load,54,baseline,"[2, 1, 1, 0, 0, 2, 1, 2, 1, 2, 2, 0, 2, 1, 0, 0, 2, 2, 2, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,55,baseline,"[2, 0, 1, 0, 0, 2, 2, 0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 2]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 4.76 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.18']"
High Load,56,baseline,"[2, 1, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 2, 2, 1, 0, 2, 2, 2, 2, 2, 1, 1, 1, 0, 0, 1, 0, 0, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.46']"
High Load,57,baseline,"[2, 1, 0, 0, 0, 2, 1, 2, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 2, 2, 0, 0, 0, 2, 0, 0, 1, 2, 0, 2]","[0.4, 0.3, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.14']"
High Load,58,baseline,"[2, 1, 1, 0, 0, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 0, 2, 2, 2, 1, 1, 2, 1, 1, 1, 0, 0, 2]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 3.90 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.21']"
High Load,59,baseline,"[2, 1, 1, 2, 0, 2, 1, 0, 1, 1, 0, 1, 2, 2, 1, 0, 0, 1, 2, 1, 0, 2, 1, 0, 1, 1, 1, 2, 0, 2]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.21']"
High Load,60,baseline,"[2, 1, 2, 0, 0, 2, 1, 0, 1, 0, 0, 1, 1, 2, 2, 0, 2, 0, 2, 0, 0, 2, 1, 1, 1, 1, 1, 2, 1, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
High Load,61,baseline,"[2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 0, 1, 1, 2, 0, 2]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 4.85 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.44']"
High Load,62,baseline,"[2, 1, 1, 2, 0, 2, 1, 0, 1, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 0, 2, 1, 2, 1, 0, 1, 0, 1, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,63,baseline,"[2, 1, 1, 2, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 1, 0, 2, 2, 2, 0, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]","[0.2, 0.4666666666666667, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,64,baseline,"[2, 1, 2, 0, 2, 2, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 0, 1, 2]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,65,baseline,"[2, 2, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 0, 2, 2, 2, 0, 2, 1, 1, 2, 1, 1, 0, 1, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,66,baseline,"[2, 2, 2, 0, 2, 1, 1, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 2, 2, 2, 0, 2, 1, 1, 2, 0, 1, 0, 1, 0]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.09']"
High Load,67,baseline,"[2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 2, 2, 1, 0, 2, 1, 2, 1, 0, 1, 2, 0, 0]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,68,baseline,"[2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0, 2, 1, 2, 1, 0, 1, 2, 2, 0]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 2.71 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.08']"
High Load,69,baseline,"[2, 1, 1, 0, 0, 2, 1, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 1, 2, 1, 2]","[0.26666666666666666, 0.4, 0.3333333333333333]",['Unfairness: Jain Index = 0.10']
High Load,70,baseline,"[2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 2, 2, 0, 2, 1, 0]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,71,baseline,"[2, 0, 1, 1, 0, 2, 1, 2, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 1, 2, 0, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.19 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.14']"
High Load,72,baseline,"[2, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 2, 2, 2, 2, 2, 2, 1, 1, 0, 0, 2, 1, 1, 2]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 4.73 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.11']"
High Load,73,baseline,"[2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 2, 2, 0, 2, 2, 1, 1, 0, 0, 1, 2, 1, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,74,baseline,"[2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 2, 2, 2, 0, 0, 2, 2, 1, 2, 2, 0, 1, 0, 1, 1, 0, 1, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]",['Unfairness: Jain Index = 0.11']
High Load,75,baseline,"[2, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 2, 1, 0, 0, 2, 2, 1, 2, 2, 0, 1, 0, 2, 1, 0, 1, 1]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,76,baseline,"[2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 1, 2, 2, 0, 0, 0, 2, 2, 1, 2, 1, 1, 1, 0, 0, 1, 0, 1, 2]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,77,baseline,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 1, 2, 1, 2, 0, 2, 0, 2, 2, 2, 2, 0, 1, 0, 1, 1, 2, 1, 1]","[0.2, 0.4666666666666667, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,78,baseline,"[2, 1, 1, 1, 0, 2, 1, 2, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 2, 2, 2, 2, 0, 1, 0, 0, 1, 0, 1, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,79,baseline,"[2, 1, 1, 1, 0, 2, 0, 2, 1, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 1, 1]","[0.4, 0.43333333333333335, 0.16666666666666666]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.13']"
High Load,80,baseline,"[2, 1, 1, 1, 0, 2, 2, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 1, 2, 2, 0, 0, 0, 1, 1, 2, 1, 1]","[0.23333333333333334, 0.5, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,81,baseline,"[2, 0, 1, 1, 0, 2, 1, 2, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 2, 2, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1]","[0.43333333333333335, 0.3, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 1.32 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,82,baseline,"[2, 1, 1, 1, 0, 2, 1, 2, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2, 1, 2, 2, 0, 0, 0, 0, 1, 0, 1, 1]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.23']"
High Load,83,baseline,"[2, 1, 0, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 0, 0, 0, 1, 2, 1, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 4.24 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.09']"
High Load,84,baseline,"[2, 1, 1, 1, 0, 1, 2, 2, 2, 0, 2, 1, 2, 0, 1, 2, 2, 1, 0, 2, 1, 2, 0, 1, 0, 0, 0, 2, 0, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 2.47 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Load,85,baseline,"[2, 1, 1, 1, 2, 0, 1, 2, 1, 0, 1, 1, 2, 1, 1, 2, 2, 0, 2, 2, 0, 2, 0, 2, 0, 0, 1, 2, 0, 2]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 3.88 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.12']"
High Load,86,baseline,"[2, 1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 1, 0, 2, 2, 1, 2, 2, 2, 2, 0, 2, 0, 0, 1, 0, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.22']"
High Load,87,baseline,"[2, 1, 1, 1, 0, 2, 1, 2, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 2, 2, 2, 0, 1, 0, 0, 1, 2, 0, 1]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,88,baseline,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 2, 1, 0, 2, 2, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 1]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 2.28 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Load,89,baseline,"[2, 1, 1, 1, 0, 2, 2, 1, 1, 0, 1, 0, 2, 2, 1, 0, 2, 2, 2, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,90,baseline,"[1, 1, 0, 1, 0, 2, 2, 1, 1, 0, 1, 1, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 0, 0, 0, 1, 2, 0, 2]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.25']"
High Load,91,baseline,"[1, 0, 1, 1, 0, 2, 2, 0, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 2, 2, 2, 1, 1, 0, 0, 2, 2, 0, 2]","[0.4, 0.3, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,92,baseline,"[2, 1, 1, 1, 0, 2, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 2, 2, 2, 1, 1, 0, 0, 1, 2, 0, 2]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.09']"
High Load,93,baseline,"[1, 1, 1, 1, 0, 2, 0, 0, 1, 0, 2, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 2, 1, 1, 0, 0, 1, 2, 0, 1]","[0.3333333333333333, 0.5333333333333333, 0.13333333333333333]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 3.02 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,94,baseline,"[0, 0, 1, 1, 1, 2, 0, 0, 1, 0, 1, 1, 1, 2, 1, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Load,95,baseline,"[2, 2, 1, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 0, 0, 2, 0, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.10']"
High Load,96,baseline,"[2, 2, 1, 1, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 1, 0, 0, 1, 2, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 3.79 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.09']"
High Load,97,baseline,"[2, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 2, 1, 0, 1, 0, 1, 2, 2, 2, 2, 1, 1, 0, 0, 1, 2, 0, 2]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.20']"
High Load,98,baseline,"[2, 1, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 1, 0, 0, 1, 2, 1, 2]","[0.2, 0.4, 0.4]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 3.46 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']"
High Load,99,baseline,"[2, 1, 1, 1, 0, 0, 1, 2, 1, 0, 1, 1, 2, 2, 1, 0, 0, 0, 2, 2, 2, 2, 1, 1, 2, 0, 1, 2, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.10']"
High Load,0,utility,"[0, 2, 0, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 0, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 1, 1, 2, 2, 1, 1]","[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","['QoS Violation: Avg High Prio SINR = 3.83 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.18']"
High Load,1,utility,"[0, 1, 1, 1, 2, 2, 2, 2, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0.4, 0.4, 0.2]",['Unfairness: Jain Index = 0.07']
High Load,2,utility,"[2, 1, 2, 1, 1, 2, 2, 0, 1, 2, 1, 2, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 1]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,3,utility,"[0, 1, 2, 0, 1, 2, 0, 1, 1, 1, 1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0]","[0.5, 0.3, 0.2]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,4,utility,"[0, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 0, 1, 2, 0, 0, 2, 1, 2, 1, 0, 1, 1, 1, 2, 0, 1, 0]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,5,utility,"[0, 1, 2, 2, 1, 2, 2, 2, 0, 2, 0, 0, 1, 0, 2, 2, 0, 1, 2, 1, 2, 2, 0, 1, 0, 2, 0, 0, 2, 1]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,6,utility,"[0, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,7,utility,"[0, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 0, 1, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.4666666666666667, 0.23333333333333334, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,8,utility,"[0, 2, 0, 2, 1, 2, 2, 2, 1, 2, 0, 0, 1, 0, 1, 2, 0, 2, 2, 0, 2, 2, 1, 1, 0, 1, 0, 0, 1, 1]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.17']"
High Load,9,utility,"[0, 2, 2, 0, 1, 0, 2, 2, 1, 2, 2, 0, 1, 0, 1, 2, 2, 0, 0, 0, 2, 0, 1, 2, 0, 2, 2, 0, 0, 1]","[0.4, 0.2, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,10,utility,"[1, 1, 1, 0, 1, 1, 0, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 0, 2, 0, 0, 1, 0, 0, 2, 1, 0, 1]","[0.4, 0.4, 0.2]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.11']"
High Load,11,utility,"[0, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 0, 2, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 2, 0, 1, 1]","[0.23333333333333334, 0.26666666666666666, 0.5]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,12,utility,"[0, 1, 2, 2, 0, 1, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 2, 2, 0, 0, 1]","[0.5333333333333333, 0.23333333333333334, 0.23333333333333334]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,13,utility,"[2, 1, 2, 0, 2, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 1]","[0.5, 0.2, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.27']"
High Load,14,utility,"[2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 0, 0, 1, 0, 2, 2, 2, 2, 0, 0, 1, 2, 2, 1, 2, 1, 1]","[0.16666666666666666, 0.36666666666666664, 0.4666666666666667]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.25']"
High Load,15,utility,"[0, 1, 2, 1, 1, 1, 2, 2, 1, 2, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 2]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.30']"
High Load,16,utility,"[2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 2, 0, 2, 1, 0, 2, 2, 0, 1, 0]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = 4.84 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.18']"
High Load,17,utility,"[0, 1, 2, 2, 2, 1, 0, 2, 1, 1, 2, 2, 1, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,18,utility,"[0, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 0, 1, 2, 0, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 0, 0, 0]","[0.36666666666666664, 0.13333333333333333, 0.5]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.12']"
High Load,19,utility,"[1, 0, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 2, 0, 2, 0, 1, 1, 0, 2, 1, 1, 0, 0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.13']"
