scenario,iteration,fuzzer_type,algorithm,assignments,cell_loads,vulnerabilities
High Mobility,4,Random,utility,"[2, 2, 0, 2, 2, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 2, 2, 2, 0, 0]","[0.4666666666666667, 0.2, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,5,Random,utility,"[1, 2, 0, 2, 2, 1, 2, 2, 0, 2, 2, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 2, 1, 1]","[0.3, 0.23333333333333334, 0.4666666666666667]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,6,Random,utility,"[0, 2, 0, 1, 1, 1, 2, 0, 2, 0, 1, 0, 0, 0, 1, 2, 0, 2, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1]","[0.43333333333333335, 0.2, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 2.84 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,7,Random,utility,"[1, 2, 1, 2, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 2, 2, 0, 2, 1, 1]","[0.2, 0.5, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,8,Random,utility,"[0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 1, 1, 2, 2, 0, 2, 1, 2, 2, 2, 0, 2, 1, 1]","[0.4, 0.16666666666666666, 0.43333333333333335]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,9,Random,utility,"[1, 2, 1, 2, 2, 1, 2, 0, 2, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2, 2, 0, 2, 0, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 11 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,10,Random,utility,"[2, 2, 0, 2, 2, 2, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 0, 2, 1, 1]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,11,Random,utility,"[2, 2, 0, 1, 2, 1, 2, 0, 2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2, 2, 2, 2, 0, 0, 1, 0, 1]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 10 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,12,Random,utility,"[1, 1, 0, 2, 1, 2, 0, 2, 0, 2, 2, 2, 2, 1, 1, 0, 1, 2, 1, 0, 0, 2, 0, 2, 0, 2, 0, 1, 1, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,13,Random,utility,"[2, 2, 0, 2, 1, 0, 2, 2, 2, 1, 1, 0, 2, 0, 1, 2, 1, 2, 1, 0, 0, 2, 0, 2, 2, 2, 0, 0, 0, 1]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,14,Random,utility,"[1, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 1, 0, 0, 0, 2, 1, 0]","[0.4666666666666667, 0.3, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,15,Random,utility,"[0, 2, 0, 2, 2, 0, 2, 2, 2, 2, 0, 0, 0, 2, 1, 1, 2, 2, 0, 2, 1, 2, 2, 1, 2, 2, 0, 2, 0, 1]","[0.3, 0.16666666666666666, 0.5333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,16,Random,utility,"[1, 2, 0, 1, 2, 2, 0, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 2, 1, 0, 1, 0, 1]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 2.86 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,17,Random,utility,"[1, 2, 0, 1, 2, 1, 2, 2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 1, 1]","[0.43333333333333335, 0.36666666666666664, 0.2]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,18,Random,utility,"[2, 2, 0, 1, 2, 0, 2, 2, 0, 1, 0, 2, 0, 0, 0, 2, 2, 1, 0, 1, 0, 2, 2, 0, 2, 2, 0, 2, 0, 1]","[0.4, 0.16666666666666666, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,19,Random,utility,"[0, 2, 0, 1, 1, 0, 2, 0, 0, 2, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 2, 2, 0, 2, 2, 2, 0, 1, 1, 1]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,20,Random,utility,"[1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 1, 1, 2, 0, 1, 2, 0, 2, 2, 0, 2, 1, 0, 2, 0, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 9 UEs', 'QoS Violation: Avg High Prio SINR = 4.81 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,21,Random,utility,"[2, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 2, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,22,Random,utility,"[1, 1, 0, 0, 1, 0, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 0, 0, 2, 2, 0, 1, 0, 1]","[0.23333333333333334, 0.5333333333333333, 0.23333333333333334]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,23,Random,utility,"[0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 1, 2, 1, 1, 2, 2, 0, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 0, 0]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,24,Random,utility,"[1, 2, 0, 0, 0, 0, 2, 2, 1, 1, 0, 1, 2, 0, 2, 0, 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 0, 1, 0, 0]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,25,Random,utility,"[2, 1, 0, 1, 2, 0, 2, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 1, 2, 0, 2, 1, 2, 2, 1, 0, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,26,Random,utility,"[1, 1, 0, 0, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 0, 0, 2, 2, 1, 1, 0, 1]","[0.2, 0.6, 0.2]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,27,Random,utility,"[2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 2, 1, 2, 2, 0, 2, 0, 0, 2, 0, 1]","[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,28,Random,utility,"[1, 1, 0, 1, 1, 2, 1, 1, 0, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 1, 0, 2, 0, 0, 1, 0, 0]","[0.3, 0.5, 0.2]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,29,Random,utility,"[2, 2, 2, 2, 0, 0, 2, 2, 1, 2, 0, 1, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 2, 1, 0, 2, 2, 0, 0]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 3.88 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,30,Random,utility,"[1, 0, 1, 0, 1, 1, 1, 2, 2, 1, 1, 0, 1, 1, 1, 1, 0, 1, 2, 2, 1, 2, 0, 2, 1, 0, 1, 1, 1, 1]","[0.2, 0.6, 0.2]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,31,Random,utility,"[2, 2, 2, 1, 1, 1, 2, 0, 2, 2, 2, 2, 0, 2, 2, 1, 1, 2, 0, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1]","[0.26666666666666666, 0.23333333333333334, 0.5]","['Ping-Pong: 11 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,32,Random,utility,"[1, 2, 0, 2, 1, 0, 2, 0, 0, 1, 2, 0, 1, 1, 0, 1, 1, 1, 2, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,33,Random,utility,"[1, 2, 0, 2, 1, 0, 2, 0, 1, 2, 2, 0, 2, 1, 2, 1, 0, 1, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,34,Random,utility,"[0, 0, 2, 1, 1, 0, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 2, 2, 1, 2, 0, 0, 0, 1, 0, 0, 0]","[0.4666666666666667, 0.3333333333333333, 0.2]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = -4.89 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,35,Random,utility,"[2, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, 1, 1, 0]","[0.16666666666666666, 0.6333333333333333, 0.2]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -7.00 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.07']"
High Mobility,36,Random,utility,"[1, 0, 0, 1, 1, 0, 0, 0, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 0, 2, 2, 1, 0, 2, 0, 2, 1, 0, 0]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,37,Random,utility,"[1, 1, 0, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 0]","[0.13333333333333333, 0.5666666666666667, 0.3]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,38,Random,utility,"[0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0, 2, 2, 1, 1, 1, 2, 0, 2, 0, 1, 0, 1, 0]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,39,Random,utility,"[1, 2, 2, 2, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 0, 1, 1, 0, 0, 2, 1, 2]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 9 UEs', 'QoS Violation: Avg High Prio SINR = -8.17 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,40,Random,utility,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 2, 0, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,41,Random,utility,"[1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 1, 2, 0, 2, 1, 0, 0, 0, 0, 2, 1, 2, 0, 1]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,42,Random,utility,"[0, 2, 1, 2, 0, 0, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 1, 0, 0, 2, 2, 1, 0]","[0.23333333333333334, 0.3333333333333333, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = -13.08 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,43,Random,utility,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 1, 1, 0, 0]","[0.5666666666666667, 0.23333333333333334, 0.2]","['Ping-Pong: 11 UEs', 'QoS Violation: Avg High Prio SINR = -15.57 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,44,Random,utility,"[1, 1, 0, 2, 0, 0, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 0, 2, 2, 0, 1, 2, 2, 2, 1, 2, 2, 0, 2, 0]","[0.3, 0.16666666666666666, 0.5333333333333333]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = -21.27 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Mobility,45,Random,utility,"[1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 0, 1, 0, 0, 1, 1]","[0.26666666666666666, 0.5666666666666667, 0.16666666666666666]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -4.05 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,46,Random,utility,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 2, 2, 0, 1, 0, 2, 2, 2, 1, 1, 1, 2, 0, 2, 2, 1, 2, 2, 1, 0]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,47,Random,utility,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 1, 2, 0, 1, 2, 2]","[0.4666666666666667, 0.16666666666666666, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = -25.35 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,48,Random,utility,"[0, 2, 0, 2, 0, 1, 2, 0, 1, 2, 2, 0, 1, 0, 1, 2, 2, 1, 2, 1, 1, 2, 0, 2, 2, 1, 1, 2, 0, 2]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,49,Random,utility,"[0, 2, 1, 2, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 1, 1, 2, 1, 1, 0, 0, 2, 0, 0, 1, 2, 2, 0]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,50,Random,utility,"[2, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 0, 1, 1, 0]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -23.12 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,51,Random,utility,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 2, 2, 0, 0, 2, 0, 0, 1, 1, 0, 0]","[0.6, 0.2, 0.2]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = -14.47 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,52,Random,utility,"[1, 0, 0, 2, 0, 2, 1, 0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 0, 2]","[0.2, 0.16666666666666666, 0.6333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,53,Random,utility,"[1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 2, 0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 1, 1, 0, 0]","[0.4666666666666667, 0.3, 0.23333333333333334]","['Ping-Pong: 10 UEs', 'QoS Violation: Avg High Prio SINR = -16.41 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,54,Random,utility,"[0, 2, 0, 2, 0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -18.46 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.12']"
High Mobility,55,Random,utility,"[1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 2, 2, 2, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 8 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,56,Random,utility,"[1, 0, 2, 1, 0, 1, 2, 0, 1, 2, 0, 2, 2, 2, 2, 1, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 1, 1, 2, 2]","[0.2, 0.23333333333333334, 0.5666666666666667]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = -20.52 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,57,Random,utility,"[1, 2, 1, 1, 0, 0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 2, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1]","[0.3, 0.5333333333333333, 0.16666666666666666]","['Ping-Pong: 8 UEs', 'QoS Violation: Avg High Prio SINR = -22.49 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.10']"
