scenario,iteration,fuzzer_type,algorithm,assignments,cell_loads,vulnerabilities
High Load,0,Random,baseline,"[1, 2, 2, 2, 1, 2, 1, 0, 1, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0, 2]","[0.3, 0.3, 0.4]",['Unfairness: Jain Index = 0.10']
High Load,1,Random,baseline,"[2, 2, 1, 2, 0, 1, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[0.4, 0.4, 0.2]",['Unfairness: Jain Index = 0.04']
High Load,2,Random,baseline,"[2, 0, 1, 2, 1, 0, 2, 0, 1, 2, 2, 2, 2, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[0.43333333333333335, 0.3, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,3,Random,baseline,"[0, 0, 1, 0, 2, 1, 2, 0, 1, 2, 1, 2, 2, 1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 1]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,4,Random,baseline,"[2, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 2, 2, 0, 0, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,5,Random,baseline,"[2, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 2, 1, 2, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 0, 1]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,6,Random,baseline,"[2, 0, 1, 2, 0, 2, 1, 1, 1, 2, 1, 1, 2, 2, 0, 0, 2, 1, 1, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 1]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,7,Random,baseline,"[2, 0, 1, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 0, 2, 2, 1, 0, 1, 2, 2, 2, 1, 2, 1, 0, 2, 0, 1]","[0.2, 0.23333333333333334, 0.5666666666666667]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,8,Random,baseline,"[2, 0, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 0, 2, 1, 1, 2, 1, 1, 0, 2, 1, 2, 2, 2, 1, 0, 1]","[0.13333333333333333, 0.4, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,9,Random,baseline,"[2, 2, 1, 2, 2, 2, 2, 0, 2, 0, 1, 2, 0, 2, 0, 2, 1, 2, 1, 0, 2, 0, 2, 1, 2, 0, 0, 0, 0, 1]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.11']"
High Load,10,Random,baseline,"[2, 0, 1, 1, 1, 2, 0, 2, 2, 1, 1, 1, 1, 1, 0, 2, 2, 0, 0, 2, 2, 1, 2, 1, 2, 0, 0, 0, 0, 1]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,11,Random,baseline,"[2, 0, 1, 1, 0, 1, 2, 2, 2, 1, 0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1]","[0.36666666666666664, 0.3333333333333333, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,12,Random,baseline,"[2, 1, 1, 2, 0, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 0, 1, 0, 1, 2, 0, 2, 1, 2, 0, 2, 0, 0, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,13,Random,baseline,"[2, 1, 1, 2, 1, 1, 2, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 1, 0, 1, 2, 0, 2, 1, 0, 0, 0, 2, 0, 1]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,14,Random,baseline,"[0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 2, 1, 2, 0, 0, 1, 1, 1, 2, 0, 2, 2, 1, 2, 0, 2, 0, 0, 1]","[0.3, 0.3, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,15,Random,baseline,"[1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 2, 2, 2, 1, 2, 1, 2, 1, 0, 1]","[0.13333333333333333, 0.36666666666666664, 0.5]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,16,Random,baseline,"[2, 0, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 0, 2, 2, 1, 0, 1, 2, 2, 2, 0, 0, 0, 2, 0, 0, 1]","[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.76 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Load,17,Random,baseline,"[1, 0, 1, 2, 2, 2, 2, 2, 0, 2, 1, 2, 1, 2, 2, 2, 2, 0, 1, 1, 0, 1, 2, 1, 1, 2, 2, 0, 0, 1]","[0.2, 0.3333333333333333, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,18,Random,baseline,"[0, 2, 1, 2, 2, 0, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 2, 1, 2, 0, 0, 1, 2, 2]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,19,Random,baseline,"[1, 2, 1, 2, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 0, 2, 2, 0, 2, 2, 1, 1, 0, 0]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,20,Random,baseline,"[2, 1, 1, 0, 1, 0, 2, 1, 2, 1, 1, 1, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,21,Random,baseline,"[2, 0, 0, 2, 1, 2, 2, 0, 2, 2, 1, 1, 2, 0, 0, 2, 1, 2, 1, 1, 2, 0, 2, 2, 2, 2, 1, 1, 0, 1]","[0.23333333333333334, 0.3, 0.4666666666666667]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,22,Random,baseline,"[2, 0, 1, 2, 1, 2, 1, 0, 0, 1, 1, 2, 0, 2, 0, 2, 0, 2, 0, 1, 2, 2, 2, 2, 1, 0, 2, 1, 0, 1]","[0.3, 0.3, 0.4]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,23,Random,baseline,"[2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 1, 0, 0, 2, 0, 2, 2, 1, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1]","[0.2, 0.16666666666666666, 0.6333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,24,Random,baseline,"[2, 1, 0, 0, 0, 2, 2, 1, 2, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2, 1, 0, 0, 2, 1, 0, 1]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,25,Random,baseline,"[2, 2, 2, 2, 1, 2, 2, 1, 2, 0, 1, 1, 2, 1, 0, 0, 1, 2, 0, 1, 1, 0, 2, 2, 2, 1, 1, 2, 1, 0]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,26,Random,baseline,"[2, 0, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 2, 0, 2, 1, 1, 1, 0, 1, 2, 2, 0, 2, 1, 2, 0, 0, 1]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,27,Random,baseline,"[2, 0, 0, 2, 1, 2, 0, 2, 2, 2, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 1, 2, 1]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,28,Random,baseline,"[1, 0, 1, 2, 1, 1, 0, 0, 0, 2, 2, 2, 0, 1, 0, 2, 2, 1, 1, 0, 2, 0, 2, 2, 2, 2, 2, 1, 2, 1]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,29,Random,baseline,"[0, 0, 1, 2, 1, 1, 2, 0, 2, 0, 0, 1, 0, 2, 0, 2, 1, 1, 2, 0, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,30,Random,baseline,"[0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 0, 0, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,31,Random,baseline,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0, 1, 0, 0, 1, 1, 0, 1, 1, 2, 2, 1, 1, 2, 2, 0, 0, 1]","[0.2, 0.5666666666666667, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,32,Random,baseline,"[0, 1, 1, 0, 1, 2, 2, 1, 0, 0, 2, 2, 0, 2, 0, 2, 0, 1, 0, 0, 2, 0, 2, 1, 2, 0, 2, 0, 0, 1]","[0.43333333333333335, 0.23333333333333334, 0.3333333333333333]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,33,Random,baseline,"[0, 0, 1, 2, 1, 2, 0, 1, 0, 0, 2, 1, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 2, 1, 2, 2, 2, 1, 2, 1]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,34,Random,baseline,"[2, 0, 2, 2, 1, 2, 2, 1, 0, 1, 1, 1, 0, 2, 2, 0, 2, 1, 0, 2, 1, 2, 2, 1, 2, 2, 2, 0, 2, 1]","[0.2, 0.3, 0.5]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,35,Random,baseline,"[0, 0, 1, 2, 1, 2, 2, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 1, 0, 1, 2, 0, 2, 1, 2, 1, 0, 0, 2, 1]","[0.3, 0.4, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,36,Random,baseline,"[2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 1, 2, 0, 2, 0, 1, 2, 0, 0, 2, 1]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,37,Random,baseline,"[2, 0, 0, 0, 0, 2, 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 0, 2, 2, 1, 2, 0, 0, 2, 0, 0, 2, 1]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,38,Random,baseline,"[2, 0, 1, 2, 1, 2, 2, 1, 2, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 2, 2, 0, 2, 1, 2, 1, 2, 0, 0, 1]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,39,Random,baseline,"[2, 2, 2, 2, 1, 2, 0, 0, 1, 2, 1, 1, 1, 1, 0, 2, 2, 1, 2, 0, 1, 0, 2, 2, 2, 0, 1, 2, 1, 1]","[0.2, 0.36666666666666664, 0.43333333333333335]",['Unfairness: Jain Index = 0.04']
High Load,40,Random,baseline,"[0, 2, 1, 1, 1, 2, 2, 0, 1, 0, 1, 1, 2, 1, 0, 0, 1, 1, 2, 1, 2, 0, 2, 1, 2, 2, 2, 1, 0, 0]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,41,Random,baseline,"[0, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 0, 2, 1, 0, 2, 1, 1, 2, 2, 2, 2, 2, 0, 2, 0, 2, 0, 1, 2]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,42,Random,baseline,"[2, 1, 0, 2, 1, 1, 0, 0, 2, 2, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 2, 0, 1, 2, 1, 0, 0, 1, 1]","[0.3, 0.4666666666666667, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,43,Random,baseline,"[2, 0, 0, 0, 1, 0, 2, 0, 2, 0, 2, 2, 1, 2, 1, 2, 2, 1, 0, 1, 2, 2, 2, 1, 2, 1, 0, 0, 2, 1]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,44,Random,baseline,"[2, 0, 1, 0, 1, 0, 2, 0, 2, 0, 1, 2, 0, 0, 2, 2, 1, 1, 0, 0, 2, 2, 0, 2, 2, 2, 2, 0, 2, 0]","[0.4, 0.16666666666666666, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,45,Random,baseline,"[2, 1, 1, 0, 1, 0, 2, 0, 2, 0, 1, 2, 0, 1, 0, 2, 2, 1, 0, 1, 2, 2, 0, 2, 2, 2, 2, 0, 2, 1]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,46,Random,baseline,"[2, 1, 0, 2, 1, 0, 2, 0, 2, 2, 1, 1, 2, 2, 0, 0, 2, 1, 0, 1, 2, 2, 2, 1, 2, 2, 2, 0, 2, 1]","[0.23333333333333334, 0.26666666666666666, 0.5]",['Unfairness: Jain Index = 0.03']
High Load,47,Random,baseline,"[1, 2, 1, 2, 1, 0, 1, 0, 2, 0, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 2, 0, 2, 1, 2, 2, 0, 0, 0, 1]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,48,Random,baseline,"[1, 2, 1, 2, 1, 2, 1, 0, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 0, 0, 0, 0, 1]","[0.2, 0.4666666666666667, 0.3333333333333333]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,49,Random,baseline,"[1, 1, 1, 2, 0, 2, 0, 1, 2, 2, 1, 1, 2, 0, 1, 2, 0, 1, 0, 2, 2, 0, 0, 1, 2, 0, 2, 0, 0, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,50,Random,baseline,"[1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 0, 1, 2, 0, 1, 0, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0, 1]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,51,Random,baseline,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 0, 2, 2, 1, 0, 2, 2, 2, 2, 1, 2, 0, 0, 0, 0, 0]","[0.3, 0.23333333333333334, 0.4666666666666667]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,52,Random,baseline,"[2, 0, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 0, 2, 2, 1, 1, 2, 2, 2, 0, 1, 2, 1, 2, 1, 0, 1]","[0.13333333333333333, 0.4, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,53,Random,baseline,"[2, 0, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 2, 0, 1]","[0.2, 0.5333333333333333, 0.26666666666666666]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,54,Random,baseline,"[2, 2, 1, 2, 1, 0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 0, 1, 1, 0, 1, 2, 2, 0, 1, 2, 2, 2, 2, 2, 1]","[0.16666666666666666, 0.43333333333333335, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,55,Random,baseline,"[1, 2, 1, 0, 0, 0, 2, 1, 2, 1, 1, 1, 0, 2, 2, 0, 2, 0, 0, 2, 2, 2, 0, 1, 2, 1, 2, 2, 2, 1]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,56,Random,baseline,"[0, 2, 1, 2, 0, 2, 1, 1, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 1, 1, 2, 0, 0, 1, 2, 1, 0, 1, 0, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,57,Random,baseline,"[0, 2, 1, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 1, 0, 1, 0, 0, 0, 0, 2, 2, 0, 2, 2, 1, 0, 0, 0, 1]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,58,Random,baseline,"[2, 0, 2, 2, 1, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 2, 1, 0, 2, 0, 1]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 1.73 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Load,59,Random,baseline,"[2, 0, 1, 2, 1, 2, 2, 1, 2, 0, 1, 1, 1, 2, 0, 1, 2, 0, 0, 1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,60,Random,baseline,"[2, 0, 0, 2, 1, 2, 0, 1, 2, 1, 1, 0, 1, 2, 0, 1, 2, 1, 1, 1, 2, 1, 0, 1, 2, 2, 2, 1, 0, 2]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.05']"
High Load,61,Random,baseline,"[1, 2, 0, 1, 1, 2, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 2, 1, 2, 2, 1, 1]","[0.16666666666666666, 0.5333333333333333, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,62,Random,baseline,"[0, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 0, 2, 1, 2, 1, 2, 0, 0, 1, 2, 2, 1, 2, 0, 1]","[0.16666666666666666, 0.3333333333333333, 0.5]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,63,Random,baseline,"[0, 2, 0, 1, 2, 2, 2, 1, 0, 1, 1, 2, 2, 1, 2, 1, 0, 2, 1, 2, 2, 0, 0, 1, 2, 0, 2, 1, 0, 1]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,64,Random,baseline,"[2, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 0, 0, 1, 2, 2, 0, 0, 0, 0]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,65,Random,baseline,"[1, 2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 1, 0, 1, 2, 0, 0, 1, 2, 2, 1, 0, 0, 2]","[0.2, 0.4, 0.4]",['Unfairness: Jain Index = 0.05']
High Load,66,Random,baseline,"[1, 2, 1, 2, 1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 2]","[0.16666666666666666, 0.4, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.14']"
High Load,67,Random,baseline,"[2, 2, 2, 2, 1, 2, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 1, 1, 1, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 0]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,68,Random,baseline,"[1, 2, 0, 2, 0, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 2, 2, 1, 2, 0, 1]","[0.13333333333333333, 0.3, 0.5666666666666667]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,69,Random,baseline,"[1, 2, 1, 2, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 2, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2, 0, 0, 2, 0, 1]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,70,Random,baseline,"[0, 2, 2, 2, 1, 0, 0, 1, 2, 0, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 2, 1, 0, 1]","[0.2, 0.36666666666666664, 0.43333333333333335]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,71,Random,baseline,"[2, 1, 1, 2, 0, 2, 2, 1, 2, 2, 1, 1, 0, 1, 2, 2, 1, 1, 0, 2, 2, 2, 0, 1, 0, 0, 1, 0, 0, 2]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Load,72,Random,baseline,"[1, 1, 1, 1, 0, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 2, 0, 1, 1, 0, 2, 2, 0, 1, 2, 0, 1, 1, 1, 2]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.06']"
High Load,73,Random,baseline,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 2, 1, 1, 2, 0, 1]","[0.23333333333333334, 0.5666666666666667, 0.2]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,74,Random,baseline,"[2, 1, 1, 2, 1, 2, 0, 1, 0, 2, 0, 0, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 1, 1, 2, 0, 1, 0, 2, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.08']"
High Load,75,Random,baseline,"[2, 1, 1, 2, 2, 2, 2, 1, 0, 1, 0, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 0, 1, 2, 0, 2, 2, 1, 2]","[0.13333333333333333, 0.36666666666666664, 0.5]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,76,Random,baseline,"[2, 0, 1, 2, 2, 2, 2, 1, 1, 0, 0, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 1, 0, 1, 2, 2, 2, 0, 1, 2]","[0.2, 0.3333333333333333, 0.4666666666666667]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.03']"
High Load,77,Random,baseline,"[2, 0, 1, 2, 1, 0, 2, 1, 1, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 2, 1, 0, 1, 2, 2, 2, 2, 1, 0]","[0.26666666666666666, 0.4, 0.3333333333333333]","['Ping-Pong: 1 UEs', 'QoS Violation: Avg High Prio SINR = 3.13 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,78,Random,baseline,"[2, 2, 1, 2, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 2, 2, 0, 0, 2, 2, 2, 0, 1, 0]","[0.3333333333333333, 0.23333333333333334, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.07']"
High Load,79,Random,baseline,"[2, 2, 0, 0, 0, 2, 2, 2, 1, 0, 0, 1, 2, 1, 0, 1, 2, 1, 1, 1, 2, 2, 0, 1, 2, 2, 2, 0, 1, 2]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 2.62 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Load,80,Random,baseline,"[2, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 1, 1, 2, 2, 1, 0, 2, 1, 2, 0, 0, 2]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 1.32 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Load,81,Random,baseline,"[0, 0, 1, 1, 2, 2, 2, 1, 2, 0, 0, 1, 2, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 2, 2, 0, 1, 1, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.87 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
